Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls,GameResult
DEN,81,11-04-2017,Away,DAL,W,109,91,41,84,0.488,18,42,0.429,9,14,0.643,10,53,31,7,1,16,14,35,88,0.398,12,40,0.3,9,11,0.818,8,42,24,8,4,13,11,1
DEN,82,12-04-2017,Away,OKC,W,111,105,39,85,0.459,7,25,0.28,26,32,0.813,5,43,22,6,8,15,17,43,101,0.426,8,25,0.32,11,17,0.647,14,51,20,10,8,12,24,1
DET,1,26-10-2016,Away,TOR,L,91,109,35,84,0.417,4,22,0.182,17,22,0.773,8,40,17,8,0,13,24,41,86,0.477,3,18,0.167,24,29,0.828,14,51,17,8,0,11,22,0
DET,2,28-10-2016,Home,ORL,W,108,82,48,95,0.505,7,19,0.368,5,6,0.833,9,53,27,8,4,12,11,33,95,0.347,8,26,0.308,8,12,0.667,14,44,20,8,3,9,13,1
DET,3,30-10-2016,Home,MIL,W,98,83,39,88,0.443,5,20,0.25,15,20,0.75,16,58,23,8,4,15,14,34,87,0.391,4,17,0.235,11,14,0.786,10,40,22,10,4,12,16,1
DET,4,01-11-2016,Home,NYK,W,102,89,41,89,0.461,8,13,0.615,12,21,0.571,10,48,19,7,5,10,16,35,86,0.407,7,22,0.318,12,15,0.8,8,43,18,6,9,11,20,1
DET,5,02-11-2016,Away,BRK,L,101,109,37,88,0.42,9,25,0.36,18,21,0.857,10,38,21,11,6,13,18,41,76,0.539,13,27,0.481,14,17,0.824,5,45,27,10,3,19,23,0
DET,6,05-11-2016,Home,DEN,W,103,86,40,84,0.476,7,20,0.35,16,22,0.727,9,47,22,9,9,13,16,31,94,0.33,7,25,0.28,17,20,0.85,16,48,15,8,2,16,15,1
DET,7,07-11-2016,Away,LAC,L,82,114,30,82,0.366,4,12,0.333,18,26,0.692,11,39,14,5,2,11,19,41,76,0.539,13,25,0.52,19,22,0.864,2,46,28,8,7,10,20,0
DET,8,09-11-2016,Away,PHO,L,100,107,32,89,0.36,9,22,0.409,27,32,0.844,9,41,20,11,5,11,24,38,84,0.452,8,22,0.364,23,30,0.767,10,49,20,7,6,17,20,0
DET,9,11-11-2016,Away,SAS,L,86,96,32,76,0.421,5,25,0.2,17,21,0.81,9,42,14,2,4,11,14,36,81,0.444,9,20,0.45,15,19,0.789,10,45,24,8,2,8,13,0
DET,10,12-11-2016,Away,DEN,W,106,95,46,90,0.511,4,18,0.222,10,14,0.714,11,37,23,11,1,9,16,36,84,0.429,9,25,0.36,14,19,0.737,14,42,15,6,4,15,14,1
DET,11,14-11-2016,Home,OKC,W,104,88,43,92,0.467,5,16,0.313,13,16,0.813,4,47,25,4,9,9,14,33,88,0.375,5,27,0.185,17,22,0.773,13,51,16,3,6,15,21,1
DET,12,16-11-2016,Away,NYK,L,102,105,42,85,0.494,8,23,0.348,10,12,0.833,8,40,19,6,1,10,14,42,93,0.452,9,25,0.36,12,19,0.632,19,52,24,8,9,9,11,0
DET,13,18-11-2016,Away,CLE,L,81,104,29,93,0.312,6,19,0.316,17,20,0.85,11,44,23,5,4,7,15,40,83,0.482,11,25,0.44,13,14,0.929,5,52,26,4,8,13,14,0
DET,14,19-11-2016,Home,BOS,L,92,94,37,86,0.43,7,20,0.35,11,16,0.688,11,50,22,5,4,5,13,33,82,0.402,12,31,0.387,16,17,0.941,9,46,22,3,7,8,13,0
DET,15,21-11-2016,Home,HOU,L,96,99,36,87,0.414,7,17,0.412,17,24,0.708,12,39,19,7,3,14,20,35,78,0.449,10,31,0.323,19,27,0.704,12,46,22,4,6,15,20,0
DET,16,23-11-2016,Home,MIA,W,107,84,40,81,0.494,6,19,0.316,21,25,0.84,10,49,22,8,7,13,19,27,75,0.36,7,26,0.269,23,30,0.767,7,37,19,5,4,14,22,1
DET,17,25-11-2016,Home,LAC,W,108,97,47,90,0.522,9,19,0.474,5,7,0.714,9,42,26,7,0,10,22,35,73,0.479,7,21,0.333,20,26,0.769,6,33,26,4,5,14,16,1
DET,18,26-11-2016,Away,OKC,L,88,106,37,82,0.451,1,19,0.053,13,17,0.765,6,32,11,7,1,8,20,42,83,0.506,8,23,0.348,14,26,0.538,10,43,23,4,3,10,16,0
DET,19,29-11-2016,Away,CHO,W,112,89,45,92,0.489,12,28,0.429,10,11,0.909,9,44,21,7,4,11,19,31,78,0.397,9,27,0.333,18,21,0.857,5,40,21,7,5,13,16,1
DET,20,30-11-2016,Away,BOS,W,121,114,48,87,0.552,9,20,0.45,16,21,0.762,13,52,28,4,8,11,19,40,91,0.44,15,42,0.357,19,20,0.95,9,33,26,6,3,5,17,1
DET,21,02-12-2016,Away,ATL,W,121,85,48,89,0.539,17,29,0.586,8,12,0.667,11,54,28,4,3,15,15,32,88,0.364,6,24,0.25,15,20,0.75,6,32,22,6,2,7,12,1
DET,22,04-12-2016,Home,ORL,L,92,98,38,86,0.442,10,27,0.37,6,13,0.462,10,44,16,8,3,12,12,42,79,0.532,7,23,0.304,7,14,0.5,4,39,23,8,7,10,11,0
DET,23,06-12-2016,Home,CHI,W,102,91,40,88,0.455,8,21,0.381,14,21,0.667,9,44,24,10,5,9,23,33,75,0.44,2,15,0.133,23,32,0.719,9,45,15,6,7,14,20,1
DET,24,07-12-2016,Away,CHO,L,77,87,34,89,0.382,4,27,0.148,5,8,0.625,7,57,21,3,8,12,18,30,88,0.341,6,21,0.286,21,29,0.724,5,51,13,7,2,5,11,0
DET,25,09-12-2016,Away,MIN,W,117,90,42,84,0.5,14,29,0.483,19,23,0.826,11,42,23,6,1,7,23,37,78,0.474,3,16,0.188,13,20,0.65,7,37,19,4,2,12,16,1
DET,26,11-12-2016,Home,PHI,L,79,97,32,82,0.39,5,19,0.263,10,14,0.714,10,34,15,15,2,15,18,38,68,0.559,7,17,0.412,14,17,0.824,5,42,24,11,4,20,13,0
DET,27,14-12-2016,Away,DAL,W,95,85,36,71,0.507,5,17,0.294,18,22,0.818,10,50,18,4,2,19,19,32,78,0.41,8,25,0.32,13,16,0.813,6,30,19,13,3,11,22,1
DET,28,16-12-2016,Away,WAS,L,108,122,42,86,0.488,10,28,0.357,14,21,0.667,10,40,22,3,1,9,19,44,77,0.571,12,25,0.48,22,27,0.815,3,36,30,6,1,5,23,0
DET,29,17-12-2016,Home,IND,L,90,105,32,84,0.381,10,30,0.333,16,22,0.727,10,40,22,6,1,8,18,40,83,0.482,6,19,0.316,19,25,0.76,9,51,20,6,3,9,16,0
DET,30,19-12-2016,Away,CHI,L,82,113,34,83,0.41,3,23,0.13,11,13,0.846,10,32,19,8,3,11,8,49,82,0.598,8,16,0.5,7,7,1,9,46,34,9,5,13,13,0
DET,31,21-12-2016,Home,MEM,L,86,98,26,72,0.361,6,23,0.261,28,37,0.757,10,46,17,2,3,17,18,35,82,0.427,12,30,0.4,16,19,0.842,7,38,25,9,4,8,26,0
DET,32,23-12-2016,Home,GSW,L,113,119,43,85,0.506,10,29,0.345,17,28,0.607,5,36,22,12,3,13,22,43,77,0.558,11,27,0.407,22,24,0.917,4,41,35,9,2,22,21,0
DET,33,26-12-2016,Home,CLE,W,106,90,41,92,0.446,16,28,0.571,8,15,0.533,10,45,25,12,4,12,19,30,79,0.38,11,28,0.393,19,23,0.826,10,47,19,8,3,21,23,1
DET,34,28-12-2016,Home,MIL,L,94,119,39,88,0.443,6,24,0.25,10,16,0.625,11,44,28,4,1,10,12,48,84,0.571,11,22,0.5,12,16,0.75,3,38,36,8,5,7,14,0
DET,35,30-12-2016,Away,ATL,L,98,105,35,84,0.417,9,31,0.29,19,21,0.905,14,43,22,9,7,18,24,39,88,0.443,8,26,0.308,19,25,0.76,12,44,29,10,2,15,21,0
DET,36,01-01-2017,Away,MIA,W,107,98,42,86,0.488,9,22,0.409,14,22,0.636,10,48,16,7,5,12,18,35,77,0.455,14,26,0.538,14,18,0.778,3,34,25,6,4,10,22,1
DET,37,03-01-2017,Home,IND,L,116,121,48,97,0.495,10,29,0.345,10,12,0.833,16,42,31,5,5,10,19,43,74,0.581,9,16,0.563,26,30,0.867,6,34,26,7,7,11,8,0
DET,38,05-01-2017,Home,CHO,W,115,114,39,97,0.402,10,28,0.357,27,32,0.844,16,56,24,2,6,7,23,37,91,0.407,10,26,0.385,30,34,0.882,8,49,20,4,5,5,23,1
DET,39,08-01-2017,Away,POR,W,125,124,54,105,0.514,8,25,0.32,9,12,0.75,6,41,19,14,3,9,16,51,98,0.52,15,35,0.429,7,12,0.583,7,42,36,5,5,16,11,1
DET,40,10-01-2017,Away,SAC,L,94,100,36,82,0.439,12,27,0.444,10,16,0.625,8,35,14,12,9,12,24,32,73,0.438,13,23,0.565,23,29,0.793,12,45,21,6,3,16,17,0
DET,41,12-01-2017,Away,GSW,L,107,127,43,88,0.489,6,28,0.214,15,20,0.75,9,40,20,10,4,19,19,50,89,0.562,15,29,0.517,12,18,0.667,6,37,39,14,4,18,14,0
DET,42,13-01-2017,Away,UTA,L,77,110,30,76,0.395,6,17,0.353,11,16,0.688,3,35,15,5,4,13,16,43,80,0.538,16,31,0.516,8,13,0.615,7,47,22,10,6,12,14,0
DET,43,15-01-2017,Away,LAL,W,102,97,41,95,0.432,9,25,0.36,11,16,0.688,10,46,24,6,6,7,22,36,83,0.434,6,26,0.231,19,24,0.792,9,50,19,2,4,14,18,1
DET,44,18-01-2017,Home,ATL,W,118,95,45,91,0.495,10,25,0.4,18,28,0.643,18,60,27,6,0,12,29,30,78,0.385,6,25,0.24,29,37,0.784,8,32,22,1,4,12,21,1
DET,45,21-01-2017,Home,WAS,W,113,112,43,87,0.494,11,28,0.393,16,22,0.727,13,49,25,9,4,20,27,39,91,0.429,8,26,0.308,26,33,0.788,13,47,23,12,3,11,22,1
DET,46,23-01-2017,Home,SAC,L,104,109,41,82,0.5,10,28,0.357,12,17,0.706,6,38,27,8,1,15,21,40,82,0.488,9,21,0.429,20,26,0.769,10,43,25,10,3,14,15,0
DET,47,28-01-2017,Away,MIA,L,103,116,46,89,0.517,4,12,0.333,7,12,0.583,13,42,11,6,3,12,16,42,80,0.525,14,28,0.5,18,23,0.783,9,38,18,6,6,11,19,0
DET,48,30-01-2017,Away,BOS,L,109,113,43,97,0.443,3,27,0.111,20,29,0.69,12,51,18,6,7,7,23,36,82,0.439,13,32,0.406,28,33,0.848,6,44,23,6,5,9,18,0
DET,49,01-02-2017,Home,NOP,W,118,98,48,88,0.545,10,26,0.385,12,17,0.706,5,42,28,9,0,10,13,41,82,0.5,5,21,0.238,11,14,0.786,3,35,21,6,5,14,15,1
DET,50,03-02-2017,Home,MIN,W,116,108,44,98,0.449,11,26,0.423,17,22,0.773,18,49,24,7,4,10,14,44,89,0.494,5,17,0.294,15,19,0.789,11,40,25,5,6,13,19,1
DET,51,04-02-2017,Away,IND,L,84,105,31,75,0.413,6,17,0.353,16,20,0.8,8,43,18,2,6,21,13,44,91,0.484,7,24,0.292,10,15,0.667,7,41,22,11,4,6,17,0
DET,52,06-02-2017,Home,PHI,W,113,96,46,99,0.465,5,22,0.227,16,17,0.941,19,60,22,8,4,12,19,36,85,0.424,5,28,0.179,19,28,0.679,11,41,19,8,0,13,17,1
DET,53,08-02-2017,Home,LAL,W,121,102,51,97,0.526,4,16,0.25,15,24,0.625,14,52,32,11,6,14,14,37,86,0.43,6,23,0.261,22,26,0.846,7,41,21,7,3,21,21,1
DET,54,10-02-2017,Home,SAS,L,92,103,39,92,0.424,5,17,0.294,9,13,0.692,7,35,22,8,3,10,15,41,82,0.5,9,19,0.474,12,15,0.8,11,52,27,4,5,18,18,0
DET,55,12-02-2017,Away,TOR,W,102,101,36,84,0.429,8,31,0.258,22,29,0.759,11,41,12,8,5,7,18,38,75,0.507,8,16,0.5,17,25,0.68,6,38,18,4,5,9,18,1
DET,56,13-02-2017,Away,MIL,L,89,102,34,78,0.436,7,21,0.333,14,19,0.737,12,44,17,4,1,17,18,40,79,0.506,6,21,0.286,16,16,1,5,33,26,9,2,11,17,0
DET,57,15-02-2017,Home,DAL,W,98,91,36,82,0.439,6,19,0.316,20,22,0.909,9,55,15,2,4,15,16,35,92,0.38,10,37,0.27,11,11,1,5,39,22,10,2,6,21,1
DET,58,23-02-2017,Home,CHO,W,114,108,44,107,0.411,15,37,0.405,11,12,0.917,10,57,29,5,2,8,17,38,92,0.413,7,30,0.233,25,26,0.962,5,50,19,5,7,7,15,1
DET,59,26-02-2017,Home,BOS,L,98,104,35,81,0.432,12,33,0.364,16,35,0.457,11,45,22,8,4,17,24,34,85,0.4,12,35,0.343,24,30,0.8,9,52,22,9,1,14,26,0
DET,60,28-02-2017,Home,POR,W,120,113,45,104,0.433,7,25,0.28,23,31,0.742,16,48,23,13,2,7,19,44,84,0.524,10,25,0.4,15,22,0.682,8,50,25,5,5,24,25,1
DET,61,01-03-2017,Away,NOP,L,86,109,40,103,0.388,3,23,0.13,3,17,0.176,23,50,13,11,3,7,17,39,78,0.5,9,25,0.36,22,23,0.957,8,53,18,6,4,14,15,0
DET,62,04-03-2017,Away,PHI,W,136,106,54,95,0.568,10,23,0.435,18,21,0.857,10,44,26,11,10,7,9,43,88,0.489,14,34,0.412,6,7,0.857,6,36,30,5,2,19,18,1
DET,63,06-03-2017,Home,CHI,W,109,95,45,92,0.489,6,21,0.286,13,20,0.65,10,48,26,7,3,6,19,34,83,0.41,8,28,0.286,19,21,0.905,7,37,21,3,5,10,20,1
DET,64,08-03-2017,Away,IND,L,98,115,39,89,0.438,7,26,0.269,13,22,0.591,11,45,20,4,4,10,18,44,88,0.5,11,23,0.478,16,19,0.842,9,46,27,3,2,5,18,0
DET,65,09-03-2017,Home,CLE,W,106,101,41,88,0.466,9,26,0.346,15,19,0.789,11,45,22,6,1,7,15,39,84,0.464,11,39,0.282,12,19,0.632,8,42,24,4,1,9,17,1
DET,66,11-03-2017,Home,NYK,W,112,92,46,96,0.479,9,27,0.333,11,19,0.579,14,51,27,14,6,7,15,36,82,0.439,13,30,0.433,7,11,0.636,8,44,26,4,7,18,18,1
DET,67,14-03-2017,Away,CLE,L,96,128,37,99,0.374,4,19,0.211,18,19,0.947,16,45,20,6,1,8,19,46,77,0.597,19,30,0.633,17,23,0.739,3,41,29,4,3,9,18,0
DET,68,15-03-2017,Home,UTA,L,83,97,36,86,0.419,3,13,0.231,8,12,0.667,8,39,14,6,4,7,18,36,77,0.468,13,28,0.464,12,16,0.75,6,43,28,6,5,15,15,0
DET,69,17-03-2017,Home,TOR,L,75,87,29,83,0.349,3,20,0.15,14,21,0.667,12,49,14,5,5,12,17,30,78,0.385,9,27,0.333,18,20,0.9,8,53,19,5,2,12,21,0
DET,70,19-03-2017,Home,PHO,W,112,95,40,92,0.435,12,25,0.48,20,30,0.667,12,63,26,2,4,12,21,35,99,0.354,6,22,0.273,19,30,0.633,11,47,16,10,4,4,21,1
DET,71,21-03-2017,Away,BRK,L,96,98,40,92,0.435,5,23,0.217,11,16,0.688,10,51,17,8,8,6,17,38,88,0.432,10,29,0.345,12,19,0.632,11,46,22,1,6,10,13,0
DET,72,22-03-2017,Away,CHI,L,95,117,39,88,0.443,7,20,0.35,10,17,0.588,16,44,18,6,1,15,17,47,80,0.588,11,23,0.478,12,19,0.632,7,36,36,12,2,11,20,0
DET,73,24-03-2017,Away,ORL,L,87,115,34,96,0.354,2,22,0.091,17,20,0.85,12,50,21,3,3,8,17,47,91,0.516,12,26,0.462,9,13,0.692,6,47,36,4,6,10,17,0
DET,74,27-03-2017,Away,NYK,L,95,109,36,84,0.429,9,23,0.391,14,21,0.667,12,42,18,4,3,18,16,45,84,0.536,7,21,0.333,12,13,0.923,4,37,26,13,5,12,16,0
DET,75,28-03-2017,Home,MIA,L,96,97,36,85,0.424,8,27,0.296,16,21,0.762,16,51,20,7,5,12,23,36,79,0.456,5,21,0.238,20,28,0.714,11,44,18,5,4,12,18,0
DET,76,30-03-2017,Home,BRK,W,90,89,36,86,0.419,7,18,0.389,11,17,0.647,11,53,20,6,7,16,11,35,92,0.38,10,31,0.323,9,12,0.75,8,46,17,4,4,12,16,1
DET,77,31-03-2017,Away,MIL,L,105,108,44,97,0.454,7,30,0.233,10,16,0.625,13,54,25,8,4,12,27,35,84,0.417,14,36,0.389,24,34,0.706,9,48,25,6,3,12,18,0
DET,78,05-04-2017,Home,TOR,L,102,105,42,81,0.519,7,21,0.333,11,18,0.611,12,45,22,5,4,14,21,41,87,0.471,10,30,0.333,13,15,0.867,7,36,29,7,2,11,14,0
DET,79,07-04-2017,Away,HOU,W,114,109,46,108,0.426,9,26,0.346,13,16,0.813,18,55,27,5,1,6,17,36,87,0.414,16,51,0.314,21,28,0.75,9,49,25,3,6,11,15,1
DET,80,09-04-2017,Away,MEM,W,103,90,39,82,0.476,14,28,0.5,11,16,0.688,15,46,21,8,2,18,12,36,75,0.48,9,21,0.429,9,13,0.692,6,30,23,12,3,15,16,1
DET,81,10-04-2017,Home,WAS,L,101,105,43,94,0.457,10,26,0.385,5,5,1,6,36,22,9,2,10,18,42,83,0.506,7,19,0.368,14,16,0.875,9,48,27,8,5,17,13,0
DET,82,12-04-2017,Away,ORL,L,109,113,41,106,0.387,11,36,0.306,16,28,0.571,17,53,20,6,3,8,15,42,87,0.483,13,25,0.52,16,17,0.941,6,51,27,7,6,11,22,0
GSW,1,25-10-2016,Home,SAS,L,100,129,40,85,0.471,7,33,0.212,13,18,0.722,8,35,24,11,6,16,19,47,98,0.48,12,24,0.5,23,26,0.885,21,55,25,13,3,13,19,0
GSW,2,28-10-2016,Away,NOP,W,122,114,44,91,0.484,9,28,0.321,25,28,0.893,9,49,32,8,2,14,22,47,100,0.47,5,22,0.227,15,23,0.652,12,49,29,8,5,13,24,1
GSW,3,30-10-2016,Away,PHO,W,106,100,35,83,0.422,8,29,0.276,28,33,0.848,7,43,27,6,5,15,23,37,90,0.411,8,23,0.348,18,25,0.72,11,50,19,10,6,11,26,1
GSW,4,01-11-2016,Away,POR,W,127,104,50,89,0.562,10,26,0.385,17,23,0.739,7,45,36,14,4,16,19,37,86,0.43,14,39,0.359,16,21,0.762,6,32,23,12,4,18,17,1
GSW,5,03-11-2016,Home,OKC,W,122,96,46,89,0.517,14,30,0.467,16,20,0.8,15,46,27,9,14,15,18,35,87,0.402,10,27,0.37,16,28,0.571,13,41,20,8,6,16,20,1
GSW,6,04-11-2016,Away,LAL,L,97,117,39,86,0.453,5,32,0.156,14,20,0.7,9,40,26,13,3,20,13,45,95,0.474,8,30,0.267,19,21,0.905,16,51,26,9,5,16,19,0
GSW,7,07-11-2016,Home,NOP,W,116,106,45,90,0.5,16,35,0.457,10,12,0.833,10,38,35,14,4,15,17,39,80,0.488,7,21,0.333,21,27,0.778,11,43,26,8,1,19,16,1
GSW,8,09-11-2016,Home,DAL,W,116,95,43,74,0.581,17,33,0.515,13,22,0.591,5,39,33,3,5,15,22,34,86,0.395,6,28,0.214,21,28,0.75,13,42,20,10,2,7,20,1
GSW,9,10-11-2016,Away,DEN,W,125,101,46,85,0.541,14,30,0.467,19,20,0.95,9,44,33,15,6,15,18,38,94,0.404,13,36,0.361,12,17,0.706,17,44,26,7,3,18,18,1
GSW,10,13-11-2016,Home,PHO,W,133,120,45,87,0.517,16,33,0.485,27,31,0.871,8,43,32,8,7,16,20,46,90,0.511,8,24,0.333,20,26,0.769,8,38,27,10,3,13,29,1
GSW,11,16-11-2016,Away,TOR,W,127,121,44,87,0.506,13,36,0.361,26,28,0.929,7,35,33,9,7,12,25,37,82,0.451,10,25,0.4,37,41,0.902,13,46,16,8,1,14,22,1
GSW,12,18-11-2016,Away,BOS,W,104,88,44,90,0.489,9,28,0.321,7,12,0.583,9,50,33,10,7,11,20,31,83,0.373,11,32,0.344,15,19,0.789,7,43,19,6,3,13,12,1
GSW,13,19-11-2016,Away,MIL,W,124,121,42,95,0.442,14,38,0.368,26,32,0.813,18,45,30,8,5,12,25,46,89,0.517,10,20,0.5,19,25,0.76,10,41,27,7,1,13,23,1
GSW,14,21-11-2016,Away,IND,W,120,83,40,90,0.444,13,36,0.361,27,32,0.844,12,60,31,9,10,12,17,33,103,0.32,6,23,0.261,11,12,0.917,15,49,13,5,4,11,23,1
GSW,15,23-11-2016,Home,LAL,W,149,106,53,86,0.616,19,36,0.528,24,35,0.686,6,48,47,7,5,10,20,40,93,0.43,8,20,0.4,18,22,0.818,7,37,22,5,1,11,25,1
GSW,16,25-11-2016,Away,LAL,W,109,85,43,83,0.518,11,28,0.393,12,17,0.706,4,44,31,10,10,17,21,32,90,0.356,5,22,0.227,16,23,0.696,14,45,20,12,3,18,16,1
GSW,17,26-11-2016,Home,MIN,W,115,102,45,81,0.556,11,22,0.5,14,17,0.824,12,45,25,9,8,18,14,41,89,0.461,10,35,0.286,10,12,0.833,8,32,22,8,3,13,15,1
GSW,18,28-11-2016,Home,ATL,W,105,100,37,85,0.435,12,35,0.343,19,24,0.792,7,41,25,6,10,14,20,36,85,0.424,7,29,0.241,21,30,0.7,13,50,20,11,4,18,22,1
GSW,19,01-12-2016,Home,HOU,L,127,132,43,104,0.413,12,44,0.273,29,37,0.784,13,54,31,12,7,17,27,48,108,0.444,14,44,0.318,22,30,0.733,15,56,26,11,4,19,28,0
GSW,20,03-12-2016,Home,PHO,W,138,109,49,78,0.628,14,21,0.667,26,34,0.765,6,38,37,9,5,17,19,41,91,0.451,11,32,0.344,16,21,0.762,14,36,24,8,2,14,29,1
GSW,21,05-12-2016,Home,IND,W,142,106,54,104,0.519,14,37,0.378,20,26,0.769,16,54,45,12,13,11,22,35,85,0.412,3,15,0.2,33,35,0.943,9,40,20,10,5,14,21,1
GSW,22,07-12-2016,Away,LAC,W,115,98,42,89,0.472,7,31,0.226,24,29,0.828,12,46,32,11,5,10,24,36,92,0.391,8,26,0.308,18,24,0.75,17,47,15,3,2,13,24,1
GSW,23,08-12-2016,Away,UTA,W,106,99,39,80,0.488,12,29,0.414,16,23,0.696,9,47,26,10,4,16,23,37,89,0.416,10,38,0.263,15,21,0.714,12,46,20,8,2,15,22,1
GSW,24,10-12-2016,Away,MEM,L,89,110,34,77,0.442,9,27,0.333,12,20,0.6,10,42,15,6,8,23,23,38,87,0.437,8,26,0.308,26,29,0.897,11,47,23,10,5,10,19,0
GSW,25,11-12-2016,Away,MIN,W,116,108,38,83,0.458,13,32,0.406,27,30,0.9,6,37,30,9,4,8,24,36,81,0.444,9,24,0.375,27,36,0.75,16,51,17,3,2,14,21,1
GSW,26,13-12-2016,Away,NOP,W,113,109,42,95,0.442,14,34,0.412,15,19,0.789,9,45,30,6,5,12,12,39,82,0.476,14,35,0.4,17,21,0.81,6,45,26,12,11,17,18,1
GSW,27,15-12-2016,Home,NYK,W,103,90,45,96,0.469,9,32,0.281,4,8,0.5,15,57,41,7,10,17,17,38,93,0.409,5,21,0.238,9,19,0.474,14,49,19,10,5,11,10,1
GSW,28,17-12-2016,Home,POR,W,135,90,51,87,0.586,14,28,0.5,19,26,0.731,9,56,36,7,5,15,16,34,86,0.395,8,28,0.286,14,20,0.7,7,31,16,7,4,11,19,1
GSW,29,20-12-2016,Home,UTA,W,104,74,40,90,0.444,9,23,0.391,15,17,0.882,9,50,24,13,3,10,18,27,76,0.355,9,30,0.3,11,20,0.55,10,44,13,5,3,23,17,1
GSW,30,22-12-2016,Away,BRK,W,117,101,47,104,0.452,12,37,0.324,11,14,0.786,11,51,29,19,7,12,19,38,86,0.442,13,35,0.371,12,16,0.75,7,46,22,6,6,26,15,1
GSW,31,23-12-2016,Away,DET,W,119,113,43,77,0.558,11,27,0.407,22,24,0.917,4,41,35,9,2,22,21,43,85,0.506,10,29,0.345,17,28,0.607,5,36,22,12,3,13,22,1
GSW,32,25-12-2016,Away,CLE,L,108,109,37,77,0.481,9,30,0.3,25,29,0.862,5,42,25,8,4,19,24,37,95,0.389,12,35,0.343,23,32,0.719,18,44,20,14,2,12,19,0
GSW,33,28-12-2016,Home,TOR,W,121,111,46,81,0.568,14,23,0.609,15,18,0.833,9,51,33,4,9,20,16,40,103,0.388,13,35,0.371,18,22,0.818,19,45,24,13,6,7,18,1
GSW,34,30-12-2016,Home,DAL,W,108,99,42,84,0.5,11,33,0.333,13,15,0.867,4,43,31,5,4,13,12,39,93,0.419,8,32,0.25,13,15,0.867,11,40,22,11,7,10,12,1
GSW,35,02-01-2017,Home,DEN,W,127,119,50,95,0.526,11,25,0.44,16,21,0.762,12,43,33,7,2,13,14,48,101,0.475,9,35,0.257,14,18,0.778,16,48,33,10,2,14,21,1
GSW,36,04-01-2017,Home,POR,W,125,117,44,87,0.506,13,36,0.361,24,29,0.828,8,39,31,14,9,15,20,40,89,0.449,12,26,0.462,25,28,0.893,11,44,23,8,5,17,26,1
GSW,37,06-01-2017,Home,MEM,L,119,128,41,83,0.494,8,30,0.267,29,39,0.744,7,44,23,7,5,16,21,50,103,0.485,13,33,0.394,15,19,0.789,14,47,29,13,0,12,28,0
GSW,38,08-01-2017,Away,SAC,W,117,106,45,89,0.506,10,29,0.345,17,20,0.85,13,46,33,11,6,17,22,36,74,0.486,11,28,0.393,23,29,0.793,1,31,21,13,5,18,17,1
GSW,39,10-01-2017,Home,MIA,W,107,95,39,86,0.453,11,27,0.407,18,22,0.818,5,48,28,6,7,11,16,38,90,0.422,6,30,0.2,13,17,0.765,6,46,25,6,4,11,22,1
GSW,40,12-01-2017,Home,DET,W,127,107,50,89,0.562,15,29,0.517,12,18,0.667,6,37,39,14,4,18,14,43,88,0.489,6,28,0.214,15,20,0.75,9,40,20,10,4,19,19,1
GSW,41,16-01-2017,Home,CLE,W,126,91,46,91,0.505,15,34,0.441,19,24,0.792,11,58,37,10,11,16,22,31,88,0.352,9,34,0.265,20,27,0.741,7,35,11,7,4,15,21,1
GSW,42,18-01-2017,Home,OKC,W,121,100,46,85,0.541,10,21,0.476,19,27,0.704,11,46,35,11,8,18,16,38,90,0.422,8,28,0.286,16,19,0.842,13,36,23,11,6,18,22,1
GSW,43,20-01-2017,Away,HOU,W,125,108,47,89,0.528,15,38,0.395,16,21,0.762,8,41,30,8,7,14,18,43,96,0.448,7,35,0.2,15,18,0.833,13,41,26,8,3,14,17,1
GSW,44,22-01-2017,Away,ORL,W,118,98,42,89,0.472,19,42,0.452,15,19,0.789,13,52,27,8,4,18,15,42,96,0.438,7,28,0.25,7,16,0.438,12,41,25,9,7,12,21,1
GSW,45,23-01-2017,Away,MIA,L,102,105,41,88,0.466,8,30,0.267,12,20,0.6,7,43,27,9,4,14,20,38,86,0.442,13,30,0.433,16,27,0.593,11,45,20,9,4,13,19,0
GSW,46,25-01-2017,Away,CHO,W,113,103,39,82,0.476,11,28,0.393,24,27,0.889,5,41,23,7,14,12,19,38,92,0.413,7,23,0.304,20,21,0.952,12,43,26,6,6,14,18,1
GSW,47,28-01-2017,Home,LAC,W,144,98,57,92,0.62,17,34,0.5,13,16,0.813,9,48,35,9,7,11,17,36,82,0.439,12,28,0.429,14,22,0.636,8,32,24,7,2,14,18,1
GSW,48,29-01-2017,Away,POR,W,113,111,36,79,0.456,8,26,0.308,33,39,0.846,8,39,28,13,6,18,18,46,93,0.495,10,27,0.37,9,12,0.75,9,42,26,11,2,18,24,1
